name,url,team,pos,owner,orank,rank,owned
Brandon McCarthy,http://sports.yahoo.com/mlb/players/7484,LAD,SP,FA,211,332,75%
Ervin Santana,http://sports.yahoo.com/mlb/players/7547,Min,SP,FA,212,259,75%
Neftali Feliz,http://sports.yahoo.com/mlb/players/8405,Tex,RP,FA,213,276,81%
Sean Doolittle,http://sports.yahoo.com/mlb/players/8641,Oak,RP,FA,214,121,80%
Luke Gregerson,http://sports.yahoo.com/mlb/players/8443,Hou,RP,FA,215,192,73%
Collin McHugh,http://sports.yahoo.com/mlb/players/9275,Hou,SP,FA,219,68,82%
John Lackey,http://sports.yahoo.com/mlb/players/6953,StL,SP,FA,222,235,78%
Tanner Roark,http://sports.yahoo.com/mlb/players/9484,Was,SP,FA,226,75,72%
Rick Porcello,http://sports.yahoo.com/mlb/players/8419,Bos,SP,FA,230,183,81%
Kyle Lohse,http://sports.yahoo.com/mlb/players/6751,Mil,SP,FA,231,162,74%
Matt Shoemaker,http://sports.yahoo.com/mlb/players/9534,LAA,SP/RP,FA,233,85,85%
Michael Pineda,http://sports.yahoo.com/mlb/players/8759,NYY,SP,FA,234,159,83%
Jenrry Mejia,http://sports.yahoo.com/mlb/players/8667,NYM,SP/RP,FA,235,240,76%
Danny Salazar,http://sports.yahoo.com/mlb/players/9456,Cle,SP,FA,237,454,65%
Chris Tillman,http://sports.yahoo.com/mlb/players/8411,Bal,SP,FA,241,176,74%
Wily Peralta,http://sports.yahoo.com/mlb/players/9019,Mil,SP,FA,242,185,74%
Mike Minor,http://sports.yahoo.com/mlb/players/8781,Atl,SP,FA,248,902,50%
Shelby Miller,http://sports.yahoo.com/mlb/players/8871,Atl,SP,FA,249,323,65%
Yovani Gallardo,http://sports.yahoo.com/mlb/players/7926,Tex,SP,FA,251,313,59%
Matt Garza,http://sports.yahoo.com/mlb/players/7823,Mil,SP,FA,252,256,56%
James Paxton,http://sports.yahoo.com/mlb/players/9331,Sea,SP,FA,253,296,66%
Jonathan Broxton,http://sports.yahoo.com/mlb/players/7613,Mil,RP,FA,254,219,56%
Wei-Yin Chen,http://sports.yahoo.com/mlb/players/9093,Bal,SP,FA,255,172,60%
LaTroy Hawkins,http://sports.yahoo.com/mlb/players/5336,Col,RP,FA,256,247,64%
Bobby Parnell,http://sports.yahoo.com/mlb/players/8338,NYM,RP,FA,258,645,35%
A.J. Burnett,http://sports.yahoo.com/mlb/players/6314,Pit,SP,FA,259,891,51%
Drew Hutchison,http://sports.yahoo.com/mlb/players/9158,Tor,SP,FA,260,333,50%
Dallas Keuchel,http://sports.yahoo.com/mlb/players/9217,Hou,SP,FA,261,129,65%
Derek Holland,http://sports.yahoo.com/mlb/players/8406,Tex,SP,FA,263,343,42%
Ken Giles,http://sports.yahoo.com/mlb/players/9729,Phi,RP,FA,270,188,48%
Henderson Alvarez,http://sports.yahoo.com/mlb/players/9011,Mia,SP,FA,272,155,54%
Jason Hammel,http://sports.yahoo.com/mlb/players/7709,ChC,SP,FA,273,152,33%
Jesse Hahn,http://sports.yahoo.com/mlb/players/9721,Oak,SP,FA,286,270,21%
Joe Smith,http://sports.yahoo.com/mlb/players/7997,LAA,RP,FA,289,89,26%
Francisco Rodriguez,http://sports.yahoo.com/mlb/players/7029,Mil,RP,FA,290,86,84%
Tony Watson,http://sports.yahoo.com/mlb/players/8958,Pit,RP,FA,291,118,20%
Wade Davis,http://sports.yahoo.com/mlb/players/8174,KC,RP,FA,292,66,56%
Sergio Romo,http://sports.yahoo.com/mlb/players/8282,SF,RP,FA,293,166,27%
Darren O'Day,http://sports.yahoo.com/mlb/players/8207,Bal,RP,FA,294,145,15%
Pat Neshek,http://sports.yahoo.com/mlb/players/7792,Hou,RP,FA,295,122,13%
Rafael Soriano,http://sports.yahoo.com/mlb/players/6662,Was,RP,FA,296,165,18%
Danny Duffy,http://sports.yahoo.com/mlb/players/8932,KC,SP/RP,FA,297,131,49%
Andrew Miller,http://sports.yahoo.com/mlb/players/7847,NYY,RP,FA,298,138,46%
Brad Boxberger,http://sports.yahoo.com/mlb/players/9215,TB,RP,FA,300,143,49%
Hiroki Kuroda,http://sports.yahoo.com/mlb/players/8167,NYY,SP,FA,301,187,3%
Alfredo Simon,http://sports.yahoo.com/mlb/players/7975,Det,SP,FA,302,175,29%
Joe Nathan,http://sports.yahoo.com/mlb/players/6205,Det,RP,FA,303,279,70%
Jean Machi,http://sports.yahoo.com/mlb/players/9288,SF,RP,FA,304,193,5%
Josh Collmenter,http://sports.yahoo.com/mlb/players/8904,Ari,SP/RP,FA,305,178,17%
Bartolo Colon,http://sports.yahoo.com/mlb/players/5763,NYM,SP,FA,307,249,15%
Dan Otero,http://sports.yahoo.com/mlb/players/9149,Oak,RP,FA,308,200,3%
Casey Janssen,http://sports.yahoo.com/mlb/players/7748,Was,RP,FA,309,273,18%
Kelvin Herrera,http://sports.yahoo.com/mlb/players/9089,KC,RP,FA,310,212,11%
Yusmeiro Petit,http://sports.yahoo.com/mlb/players/7699,SF,SP/RP,FA,311,199,12%
R.A. Dickey,http://sports.yahoo.com/mlb/players/6708,Tor,SP,FA,312,189,68%
Bryan Shaw,http://sports.yahoo.com/mlb/players/8962,Cle,RP,FA,313,232,6%
Mike Dunn,http://sports.yahoo.com/mlb/players/8576,Mia,RP,FA,314,218,4%
A.J. Ramos,http://sports.yahoo.com/mlb/players/9298,Mia,RP,FA,315,213,5%
Dominic Leone,http://sports.yahoo.com/mlb/players/9666,Sea,RP,FA,316,195,3%
Tommy Hunter,http://sports.yahoo.com/mlb/players/8312,Bal,RP,FA,317,272,4%
Tom Wilhelmsen,http://sports.yahoo.com/mlb/players/8883,Sea,RP,FA,319,223,3%
Bud Norris,http://sports.yahoo.com/mlb/players/8540,Bal,SP,FA,320,174,14%
Fernando Abad,http://sports.yahoo.com/mlb/players/8767,Oak,RP,FA,321,214,2%
Seth Maness,http://sports.yahoo.com/mlb/players/9383,StL,RP,FA,322,245,3%
Bryan Morris,http://sports.yahoo.com/mlb/players/9221,Mia,RP,FA,323,228,2%
Dale Thayer,http://sports.yahoo.com/mlb/players/8486,SD,RP,FA,325,250,2%
Kyle Hendricks,http://sports.yahoo.com/mlb/players/9758,ChC,SP,FA,328,220,31%
Carlos Torres,http://sports.yahoo.com/mlb/players/8533,NYM,RP,FA,329,251,2%
Mike Leake,http://sports.yahoo.com/mlb/players/8680,Cin,SP,FA,330,257,18%
Scott Atchison,http://sports.yahoo.com/mlb/players/7391,Cle,RP,FA,331,233,2%
Joakim Soria,http://sports.yahoo.com/mlb/players/7964,Det,RP,FA,332,238,29%
Danny Farquhar,http://sports.yahoo.com/mlb/players/9072,Sea,RP,FA,333,262,5%
Zach Putnam,http://sports.yahoo.com/mlb/players/9083,CWS,RP,FA,334,216,2%
Dan Haren,http://sports.yahoo.com/mlb/players/7172,Mia,SP,FA,335,217,9%
David Carpenter,http://sports.yahoo.com/mlb/players/8978,NYY,RP,FA,336,306,2%
Jared Hughes,http://sports.yahoo.com/mlb/players/9073,Pit,RP,FA,337,226,2%
Neil Ramirez,http://sports.yahoo.com/mlb/players/9682,ChC,RP,FA,338,246,4%
Josh Beckett,http://sports.yahoo.com/mlb/players/6403,LAD,SP,FA,339,210,2%
Pedro Strop,http://sports.yahoo.com/mlb/players/8565,ChC,RP,FA,340,258,5%
Edinson Volquez,http://sports.yahoo.com/mlb/players/7639,KC,SP,FA,341,154,13%
Miguel Gonzalez,http://sports.yahoo.com/mlb/players/8437,Bal,SP,FA,342,265,4%
Tony Sipp,http://sports.yahoo.com/mlb/players/7949,Hou,RP,FA,343,244,1%
Chad Qualls,http://sports.yahoo.com/mlb/players/7381,Hou,RP,FA,344,288,16%
Aaron Sanchez,http://sports.yahoo.com/mlb/players/9635,Tor,RP,FA,345,260,33%
J.P. Howell,http://sports.yahoo.com/mlb/players/7572,LAD,RP,FA,347,326,5%
Jorge De La Rosa,http://sports.yahoo.com/mlb/players/7281,Col,SP,FA,348,267,7%
Aaron Loup,http://sports.yahoo.com/mlb/players/9236,Tor,RP,FA,349,308,2%
Kevin Quackenbush,http://sports.yahoo.com/mlb/players/9683,SD,RP,FA,350,261,10%
Jeurys Familia,http://sports.yahoo.com/mlb/players/9299,NYM,RP,FA,351,255,6%
Adam Warren,http://sports.yahoo.com/mlb/players/9224,NYY,RP,FA,353,271,3%
Zach Duke,http://sports.yahoo.com/mlb/players/7512,CWS,RP,FA,354,241,2%
Junichi Tazawa,http://sports.yahoo.com/mlb/players/8392,Bos,RP,FA,355,309,4%
Drew Pomeranz,http://sports.yahoo.com/mlb/players/9068,Oak,SP/RP,FA,359,242,14%
Brett Cecil,http://sports.yahoo.com/mlb/players/8455,Tor,RP,FA,360,339,34%
Brad Ziegler,http://sports.yahoo.com/mlb/players/8262,Ari,RP,FA,361,362,4%
Chris Young,http://sports.yahoo.com/mlb/players/7412,KC,SP,FA,363,254,2%
Anthony Varvaro,http://sports.yahoo.com/mlb/players/8840,Bos,RP,FA,366,311,1%
Nick Vincent,http://sports.yahoo.com/mlb/players/9189,SD,RP,FA,367,358,2%
Tim Hudson,http://sports.yahoo.com/mlb/players/6245,SF,SP,FA,369,290,7%
Jeremy Affeldt,http://sports.yahoo.com/mlb/players/6883,SF,RP,FA,370,291,1%
Yoervis Medina,http://sports.yahoo.com/mlb/players/9371,Sea,RP,FA,371,328,2%
Al Alburquerque,http://sports.yahoo.com/mlb/players/8843,Det,RP,FA,372,297,2%
Jason Frasor,http://sports.yahoo.com/mlb/players/7310,KC,RP,FA,373,345,1%
Jesse Chavez,http://sports.yahoo.com/mlb/players/8334,Oak,SP/RP,FA,374,283,4%
Brad Brach,http://sports.yahoo.com/mlb/players/9040,Bal,RP,FA,375,285,1%
Jonathon Niese,http://sports.yahoo.com/mlb/players/8333,NYM,SP,FA,377,269,6%
Justin De Fratus,http://sports.yahoo.com/mlb/players/9085,Phi,RP,FA,378,301,1%
Cory Rasmus,http://sports.yahoo.com/mlb/players/9400,LAA,SP/RP,FA,379,287,2%
Antonio Bastardo,http://sports.yahoo.com/mlb/players/8503,Pit,RP,FA,380,340,1%
Fernando Salas,http://sports.yahoo.com/mlb/players/8739,LAA,RP,FA,381,295,1%
Jason Grilli,http://sports.yahoo.com/mlb/players/6466,Atl,RP,FA,382,396,3%
Kevin Jepsen,http://sports.yahoo.com/mlb/players/8380,TB,RP,FA,384,293,3%
Shawn Tolleson,http://sports.yahoo.com/mlb/players/9206,Tex,RP,FA,385,302,1%
Oliver Perez,http://sports.yahoo.com/mlb/players/6945,Ari,RP,FA,386,337,1%
Casey Fien,http://sports.yahoo.com/mlb/players/8535,Min,RP,FA,388,373,2%
Kyle Crockett,http://sports.yahoo.com/mlb/players/9706,Cle,RP,FA,389,338,1%
Ryan Cook,http://sports.yahoo.com/mlb/players/8997,Oak,RP,FA,390,388,2%
Vance Worley,http://sports.yahoo.com/mlb/players/8766,Pit,SP,FA,392,231,4%
Jordan Walden,http://sports.yahoo.com/mlb/players/8686,StL,RP,FA,394,375,4%
Mike Morin,http://sports.yahoo.com/mlb/players/9687,LAA,RP,FA,395,334,1%
Buddy Carlyle,http://sports.yahoo.com/mlb/players/6324,NYM,RP,FA,396,347,0%
Jake Peavy,http://sports.yahoo.com/mlb/players/6872,SF,SP,FA,397,356,19%
Josh Edgin,http://sports.yahoo.com/mlb/players/9235,NYM,RP,FA,400,352,0%
Jason Vargas,http://sports.yahoo.com/mlb/players/7599,KC,SP,FA,401,298,4%
Marco Estrada,http://sports.yahoo.com/mlb/players/8329,Tor,SP/RP,FA,403,381,2%
Edward Mujica,http://sports.yahoo.com/mlb/players/7801,Bos,RP,FA,405,493,2%
Charlie Morton,http://sports.yahoo.com/mlb/players/8270,Pit,SP,FA,407,361,2%
Tim Stauffer,http://sports.yahoo.com/mlb/players/7500,Min,SP/RP,FA,408,376,1%
Roenis Elias,http://sports.yahoo.com/mlb/players/9652,Sea,SP,FA,411,320,3%
George Kontos,http://sports.yahoo.com/mlb/players/9064,SF,RP,FA,412,354,0%
Bronson Arroyo,http://sports.yahoo.com/mlb/players/6498,Ari,SP,FA,413,451,1%
Joe Beimel,http://sports.yahoo.com/mlb/players/6664,Tex,RP,FA,415,364,0%
Patrick Corbin,http://sports.yahoo.com/mlb/players/9168,Ari,SP,FA,417,-,6%
Mark Buehrle,http://sports.yahoo.com/mlb/players/6525,Tor,SP,FA,418,324,11%
Kris Medlen,http://sports.yahoo.com/mlb/players/8475,KC,SP,FA,419,-,4%
Joel Peralta,http://sports.yahoo.com/mlb/players/7553,LAD,RP,FA,420,400,7%
Evan Marshall,http://sports.yahoo.com/mlb/players/9697,Ari,RP,FA,421,360,1%
Luke Hochevar,http://sports.yahoo.com/mlb/players/7919,KC,SP/RP,FA,422,-,1%
Aaron Barrett,http://sports.yahoo.com/mlb/players/9650,Was,RP,FA,423,369,1%
Jake Petricka,http://sports.yahoo.com/mlb/players/9494,CWS,RP,FA,426,359,2%
Jake Diekman,http://sports.yahoo.com/mlb/players/9179,Phi,RP,FA,428,377,2%
Dillon Gee,http://sports.yahoo.com/mlb/players/8816,NYM,SP,FA,429,398,3%
Eric O'Flaherty,http://sports.yahoo.com/mlb/players/7837,Oak,RP,FA,430,418,1%
Jaime Garcia,http://sports.yahoo.com/mlb/players/8300,StL,SP,FA,432,397,2%
Tsuyoshi Wada,http://sports.yahoo.com/mlb/players/9091,ChC,SP,FA,433,366,2%
Josh Fields,http://sports.yahoo.com/mlb/players/9357,Hou,RP,FA,434,370,1%
Craig Stammen,http://sports.yahoo.com/mlb/players/8480,Was,RP,FA,435,440,1%
Jarred Cosart,http://sports.yahoo.com/mlb/players/9327,Mia,SP,FA,436,353,8%
A.J. Griffin,http://sports.yahoo.com/mlb/players/9220,Oak,SP,FA,437,-,3%
Justin Wilson,http://sports.yahoo.com/mlb/players/9272,NYY,RP,FA,438,499,0%
Odrisamer Despaigne,http://sports.yahoo.com/mlb/players/9713,SD,SP,FA,439,368,2%
Charlie Furbush,http://sports.yahoo.com/mlb/players/8869,Sea,RP,FA,440,415,1%
Neal Cotts,http://sports.yahoo.com/mlb/players/7209,Mil,RP,FA,441,570,1%
Paco Rodriguez,http://sports.yahoo.com/mlb/players/9306,LAD,RP,FA,443,521,0%
Jim Henderson,http://sports.yahoo.com/mlb/players/9248,Mil,RP,FA,445,614,1%
Aaron Crow,http://sports.yahoo.com/mlb/players/8662,Mia,RP,FA,446,407,1%
Jose Veras,http://sports.yahoo.com/mlb/players/7799,Atl,RP,FA,447,486,0%
Scott Feldman,http://sports.yahoo.com/mlb/players/7622,Hou,SP,FA,448,428,2%
Alex Torres,http://sports.yahoo.com/mlb/players/8991,SD,RP,FA,449,529,0%
Matt Moore,http://sports.yahoo.com/mlb/players/8873,TB,SP,FA,450,617,9%
Matt Thornton,http://sports.yahoo.com/mlb/players/7212,Was,RP,FA,451,383,1%
Alex Wilson,http://sports.yahoo.com/mlb/players/9364,Det,RP,FA,452,379,0%
Burke Badenhop,http://sports.yahoo.com/mlb/players/8215,Cin,RP,FA,453,412,0%
Shawn Kelley,http://sports.yahoo.com/mlb/players/8439,SD,RP,FA,454,402,1%
Tommy Layne,http://sports.yahoo.com/mlb/players/9270,Bos,RP,FA,455,395,0%
Kevin Gausman,http://sports.yahoo.com/mlb/players/9334,Bal,SP,FA,456,357,17%
Grant Balfour,http://sports.yahoo.com/mlb/players/6765,TB,RP,FA,457,569,2%
Vic Black,http://sports.yahoo.com/mlb/players/9469,NYM,RP,FA,458,422,0%
Taijuan Walker,http://sports.yahoo.com/mlb/players/9321,Sea,SP,FA,459,417,42%
TJ House,http://sports.yahoo.com/mlb/players/9443,Cle,SP,FA,460,382,3%
Jeff Locke,http://sports.yahoo.com/mlb/players/9074,Pit,SP,FA,462,401,1%
James Russell,http://sports.yahoo.com/mlb/players/8695,Atl,RP,FA,464,414,0%
Brandon Kintzler,http://sports.yahoo.com/mlb/players/8821,Mil,RP,FA,465,498,0%
Dana Eveland,http://sports.yahoo.com/mlb/players/7600,Bos,RP,FA,466,408,0%
Carson Smith,http://sports.yahoo.com/mlb/players/9810,Sea,RP,FA,467,420,0%
Tom Koehler,http://sports.yahoo.com/mlb/players/9294,Mia,SP,FA,468,329,2%
Chase Anderson,http://sports.yahoo.com/mlb/players/9698,Ari,SP,FA,469,378,2%
Gavin Floyd,http://sports.yahoo.com/mlb/players/7297,Cle,SP,FA,470,389,1%
John Holdzkom,http://sports.yahoo.com/mlb/players/9836,Pit,RP,FA,471,426,1%
Adam Ottavino,http://sports.yahoo.com/mlb/players/8736,Col,RP,FA,472,449,3%
Sam Dyson,http://sports.yahoo.com/mlb/players/9231,Mia,RP,FA,473,384,0%
Hunter Strickland,http://sports.yahoo.com/mlb/players/9809,SF,RP,FA,474,432,1%
John Axford,http://sports.yahoo.com/mlb/players/8583,Col,RP,FA,475,419,1%
Josh Outman,http://sports.yahoo.com/mlb/players/8371,Atl,RP,FA,476,406,0%
Chris Withrow,http://sports.yahoo.com/mlb/players/9295,LAD,RP,FA,477,519,0%
Lisalverto Bonilla,http://sports.yahoo.com/mlb/players/9825,Tex,SP,FA,478,427,0%
Caleb Thielbar,http://sports.yahoo.com/mlb/players/9402,Min,RP,FA,479,551,0%
Brian Matusz,http://sports.yahoo.com/mlb/players/8418,Bal,RP,FA,480,462,0%
Sam Freeman,http://sports.yahoo.com/mlb/players/9204,StL,RP,FA,481,444,0%
Randy Choate,http://sports.yahoo.com/mlb/players/6513,StL,RP,FA,482,489,0%
Ryan Webb,http://sports.yahoo.com/mlb/players/8524,Bal,RP,FA,483,475,0%
Pedro Baez,http://sports.yahoo.com/mlb/players/9695,LAD,RP,FA,484,441,0%
Tom Gorzelanny,http://sports.yahoo.com/mlb/players/7678,Det,RP,FA,485,476,0%
Jeff Beliveau,http://sports.yahoo.com/mlb/players/9246,TB,RP,FA,486,439,0%
Javier Lopez,http://sports.yahoo.com/mlb/players/7079,SF,RP,FA,487,549,0%
Roman Mendez,http://sports.yahoo.com/mlb/players/9759,Tex,RP,FA,488,443,0%
Fernando Rodriguez,http://sports.yahoo.com/mlb/players/8460,Oak,RP,FA,489,458,0%
Spencer Patton,http://sports.yahoo.com/mlb/players/9826,Tex,RP,FA,490,457,0%
Brooks Brown,http://sports.yahoo.com/mlb/players/9757,Col,RP,FA,493,452,0%
Nick Hagadone,http://sports.yahoo.com/mlb/players/9028,Cle,RP,FA,494,416,0%
Michael Kohn,http://sports.yahoo.com/mlb/players/8770,Atl,RP,FA,495,459,0%
Phil Klein,http://sports.yahoo.com/mlb/players/9777,Tex,RP,FA,497,455,0%
Alex Colome,http://sports.yahoo.com/mlb/players/9413,TB,SP,FA,498,465,1%
Mike Adams,http://sports.yahoo.com/mlb/players/7332,LAD,RP,FA,499,460,0%
Vin Mazzaro,http://sports.yahoo.com/mlb/players/8506,Mia,RP,FA,500,603,0%
Chasen Shreve,http://sports.yahoo.com/mlb/players/9768,NYY,RP,FA,501,468,0%
Will Smith,http://sports.yahoo.com/mlb/players/9193,Mil,RP,FA,502,497,5%
Chad Jenkins,http://sports.yahoo.com/mlb/players/9261,Tor,RP,FA,503,492,0%
Shae Simmons,http://sports.yahoo.com/mlb/players/9716,Atl,RP,FA,504,463,0%
Jason Lane,http://sports.yahoo.com/mlb/players/6855,SD,P,FA,505,474,0%
Blaine Hardy,http://sports.yahoo.com/mlb/players/9732,Det,RP,FA,506,453,0%
Marc Rzepczynski,http://sports.yahoo.com/mlb/players/8523,Cle,RP,FA,507,471,0%
Jerry Blevins,http://sports.yahoo.com/mlb/players/8141,Was,RP,FA,508,543,0%
Dan Jennings,http://sports.yahoo.com/mlb/players/9171,CWS,RP,FA,511,477,0%
Tyler Thornburg,http://sports.yahoo.com/mlb/players/9219,Mil,RP,FA,512,559,0%
Shane Greene,http://sports.yahoo.com/mlb/players/9670,Det,SP,FA,513,423,6%
Brandon Gomes,http://sports.yahoo.com/mlb/players/8920,TB,RP,FA,514,472,0%
Joe Kelly,http://sports.yahoo.com/mlb/players/9212,Bos,SP,FA,515,540,6%
Jesse Crain,http://sports.yahoo.com/mlb/players/7279,CWS,RP,FA,516,-,0%
Jarrod Parker,http://sports.yahoo.com/mlb/players/8414,Oak,SP,FA,518,-,2%
Yimi Garcia,http://sports.yahoo.com/mlb/players/9815,LAD,RP,FA,519,484,0%
Brian Duensing,http://sports.yahoo.com/mlb/players/8177,Min,RP,FA,520,481,0%
Chad Gaudin,http://sports.yahoo.com/mlb/players/7199,LAD,SP/RP,FA,521,-,0%
Todd Redmond,http://sports.yahoo.com/mlb/players/9218,Tor,RP,FA,522,491,0%
Javy Guerra,http://sports.yahoo.com/mlb/players/8929,CWS,RP,FA,523,431,0%
Blake Treinen,http://sports.yahoo.com/mlb/players/9672,Was,SP/RP,FA,524,467,0%
Joe Thatcher,http://sports.yahoo.com/mlb/players/8076,Hou,RP,FA,526,517,0%
Hector Santiago,http://sports.yahoo.com/mlb/players/8976,LAA,SP/RP,FA,527,425,2%
T.J. McFarland,http://sports.yahoo.com/mlb/players/9350,Bal,RP,FA,528,434,0%
Kyle Ryan,http://sports.yahoo.com/mlb/players/9798,Det,RP,FA,529,488,0%
Juan Carlos Oviedo,http://sports.yahoo.com/mlb/players/7541,Tex,RP,FA,530,473,0%
Justin Grimm,http://sports.yahoo.com/mlb/players/9216,ChC,RP,FA,531,363,0%
Matt Albers,http://sports.yahoo.com/mlb/players/7820,CWS,RP,FA,532,532,0%
Blaine Boyer,http://sports.yahoo.com/mlb/players/7574,Min,RP,FA,533,483,0%
Jeremy Jeffress,http://sports.yahoo.com/mlb/players/8800,Mil,RP,FA,534,516,0%
David Buchanan,http://sports.yahoo.com/mlb/players/9711,Phi,SP,FA,535,437,0%
Will Harris,http://sports.yahoo.com/mlb/players/9267,Hou,RP,FA,536,579,0%
Ryan Pressly,http://sports.yahoo.com/mlb/players/9358,Min,RP,FA,537,504,0%
Martin Perez,http://sports.yahoo.com/mlb/players/8652,Tex,SP,FA,538,548,2%
Steven Wright,http://sports.yahoo.com/mlb/players/9370,Bos,RP,FA,539,501,0%
Andrew Bailey,http://sports.yahoo.com/mlb/players/8440,NYY,RP,FA,540,-,0%
R.J. Alvarez,http://sports.yahoo.com/mlb/players/9837,Oak,RP,FA,541,515,0%
Tommy Kahnle,http://sports.yahoo.com/mlb/players/9653,Col,RP,FA,542,478,0%
Steve Delabar,http://sports.yahoo.com/mlb/players/9066,Tor,RP,FA,543,595,1%
Rafael Betancourt,http://sports.yahoo.com/mlb/players/6146,Col,RP,FA,544,-,0%
Ross Ohlendorf,http://sports.yahoo.com/mlb/players/7971,Tex,SP/RP,FA,545,-,0%
Daisuke Matsuzaka,http://sports.yahoo.com/mlb/players/7906,NYM,SP/RP,FA,546,482,0%
Brandon Finnegan,http://sports.yahoo.com/mlb/players/9805,KC,RP,FA,547,518,2%
David Huff,http://sports.yahoo.com/mlb/players/8417,LAD,RP,FA,548,494,0%
J.A. Happ,http://sports.yahoo.com/mlb/players/8061,Sea,SP,FA,549,390,2%
Vinnie Pestano,http://sports.yahoo.com/mlb/players/8841,LAA,RP,FA,550,505,0%
Drake Britton,http://sports.yahoo.com/mlb/players/9463,ChC,RP,FA,551,524,0%
Luis Avilan,http://sports.yahoo.com/mlb/players/9233,Atl,RP,FA,552,709,0%
Frank Garces,http://sports.yahoo.com/mlb/players/9792,SD,RP,FA,553,520,0%
Joba Chamberlain,http://sports.yahoo.com/mlb/players/8084,Det,RP,FA,554,433,2%
Eury De La Rosa,http://sports.yahoo.com/mlb/players/9461,Oak,RP,FA,555,479,0%
Hector Neris,http://sports.yahoo.com/mlb/players/9779,Phi,RP,FA,557,526,0%
David Hernandez,http://sports.yahoo.com/mlb/players/8498,Ari,RP,FA,558,-,0%
Chris Hatcher,http://sports.yahoo.com/mlb/players/8806,LAD,RP,FA,559,442,0%
Tyler Skaggs,http://sports.yahoo.com/mlb/players/9126,LAA,SP,FA,560,445,1%
Jumbo Diaz,http://sports.yahoo.com/mlb/players/9739,Cin,RP,FA,561,514,0%
Aaron Harang,http://sports.yahoo.com/mlb/players/6936,Phi,SP,FA,562,349,3%
Jeremy Guthrie,http://sports.yahoo.com/mlb/players/7040,KC,SP,FA,563,403,3%
Nate Jones,http://sports.yahoo.com/mlb/players/9141,CWS,RP,FA,564,610,0%
Tyler Chatwood,http://sports.yahoo.com/mlb/players/8862,Col,SP,FA,566,575,0%
Joe Savery,http://sports.yahoo.com/mlb/players/9086,CWS,RP,FA,567,568,0%
Scott Elbert,http://sports.yahoo.com/mlb/players/7965,SD,RP,FA,568,533,0%
Dane De La Rosa,http://sports.yahoo.com/mlb/players/8994,Bal,RP,FA,569,711,0%
Ryan Buchter,http://sports.yahoo.com/mlb/players/9656,LAD,RP,FA,570,536,0%
Chris Perez,http://sports.yahoo.com/mlb/players/8251,Mil,RP,FA,571,641,0%
Evan Scribner,http://sports.yahoo.com/mlb/players/8913,Oak,RP,FA,572,522,0%
Preston Claiborne,http://sports.yahoo.com/mlb/players/9389,Mia,RP,FA,573,511,0%
Brandon League,http://sports.yahoo.com/mlb/players/7464,LAD,RP,FA,574,513,1%
Erik Cordier,http://sports.yahoo.com/mlb/players/9835,SF,RP,FA,575,539,0%
Blake Parker,http://sports.yahoo.com/mlb/players/9185,ChC,RP,FA,576,611,0%
Matt Reynolds,http://sports.yahoo.com/mlb/players/8788,Ari,RP,FA,577,-,0%
Curtis Partch,http://sports.yahoo.com/mlb/players/9430,SF,RP,FA,578,496,0%
Jared Burton,http://sports.yahoo.com/mlb/players/8001,NYY,RP,FA,579,534,0%
Carlos Villanueva,http://sports.yahoo.com/mlb/players/7772,StL,SP/RP,FA,580,553,0%
Melvin Mercedes,http://sports.yahoo.com/mlb/players/9789,Det,RP,FA,581,552,0%
Jamey Wright,http://sports.yahoo.com/mlb/players/5650,Tex,RP,FA,582,565,0%
Cesar Jimenez,http://sports.yahoo.com/mlb/players/7888,Phi,RP,FA,583,544,0%
Daniel Webb,http://sports.yahoo.com/mlb/players/9514,CWS,RP,FA,587,508,0%
Stephen Pryor,http://sports.yahoo.com/mlb/players/9202,Min,RP,FA,588,605,0%
C.J. Wilson,http://sports.yahoo.com/mlb/players/7571,LAA,SP,FA,589,616,16%
Pedro Beato,http://sports.yahoo.com/mlb/players/8878,Bal,RP,FA,590,572,0%
Robert Coello,http://sports.yahoo.com/mlb/players/8814,Bal,RP,FA,591,-,0%
Bryan Mitchell,http://sports.yahoo.com/mlb/players/9680,NYY,P,FA,592,558,0%
Erik Goeddel,http://sports.yahoo.com/mlb/players/9807,NYM,RP,FA,593,562,0%
Brandon Beachy,http://sports.yahoo.com/mlb/players/8837,LAD,SP,FA,594,-,3%
Steve Geltz,http://sports.yahoo.com/mlb/players/9266,TB,RP,FA,595,564,0%
Marco Gonzales,http://sports.yahoo.com/mlb/players/9627,StL,SP/RP,FA,596,531,3%
Nathan Karns,http://sports.yahoo.com/mlb/players/9410,TB,SP,FA,597,510,1%
Kirby Yates,http://sports.yahoo.com/mlb/players/9727,TB,RP,FA,598,545,0%
Ryan Reid,http://sports.yahoo.com/mlb/players/9419,Mia,RP,FA,599,-,0%
Wilking Rodriguez,http://sports.yahoo.com/mlb/players/9720,NYY,RP,FA,600,581,0%
Michael Stutes,http://sports.yahoo.com/mlb/players/8912,Phi,RP,FA,601,-,0%
Jairo Diaz,http://sports.yahoo.com/mlb/players/9841,Col,RP,FA,602,578,0%
Kendall Graveman,http://sports.yahoo.com/mlb/players/9821,Oak,RP,FA,603,580,1%
Erik Davis,http://sports.yahoo.com/mlb/players/9417,Was,RP,FA,604,-,0%
Dustin McGowan,http://sports.yahoo.com/mlb/players/7294,LAD,SP/RP,FA,605,541,0%
